Symbol	Name	LastSale	MarketCap	ADR TSO	Sector	Industry
CYCCP	"Cyclacel Pharmaceuticals, Inc."	5.0578	1695743.779	n/a	Health Care	Major Pharmaceuticals
CYCN	"Cyclerion Therapeutics, Inc."	9.77	267714218.2	n/a	Health Care	Major Pharmaceuticals
CBAY	CymaBay Therapeutics Inc.	6.38	438280754.3	n/a	Health Care	Major Pharmaceuticals
CY	Cypress Semiconductor Corporation	22.88	8445712292	n/a	Technology	Semiconductors
CYRN	CYREN Ltd.	1.71	93197234.97	n/a	Technology	Computer Software: Prepackaged Software
CONE	CyrusOne Inc	55.82	6317315353	n/a	Consumer Services	Real Estate Investment Trusts
CYTK	"Cytokinetics, Incorporated"	12.14	700736412	n/a	Health Care	Major Pharmaceuticals
CTMX	"CytomX Therapeutics, Inc."	10.18	461270703.5	n/a	Health Care	Major Pharmaceuticals
CYTX	Cytori Therapeutics Inc.	0.2077	4601758.622	n/a	Health Care	Medical/Dental Instruments
CYTXZ	Cytori Therapeutics Inc.	0.0014	0	n/a	Health Care	Medical/Dental Instruments
CTSO	Cytosorbents Corporation	7.02	226388288.9	n/a	Health Care	Medical/Dental Instruments
DJCO	Daily Journal Corp. (S.C.)	230.3	317985803.8	n/a	Consumer Services	Newspapers/Magazines
DAKT	"Daktronics, Inc."	6.3	284368543.2	n/a	Consumer Durables	Miscellaneous manufacturing industries
DARE	"Dare Bioscience, Inc."	0.8	13346728.8	n/a	Health Care	Major Pharmaceuticals
DRIO	DarioHealth Corp.	0.4947	18800601.06	n/a	Health Care	Medical/Dental Instruments
DRIOW	DarioHealth Corp.	0.017	0	n/a	Health Care	Medical/Dental Instruments
DZSI	"DASAN Zhone Solutions, Inc."	10.56	225193119.4	n/a	Public Utilities	Telecommunications Equipment
DSKE	"Daseke, Inc."	3.79	244758590.4	n/a	Consumer Services	Transportation Services
DSKEW	"Daseke, Inc."	0.19	0	n/a	Consumer Services	Transportation Services
DAIO	Data I/O Corporation	4.4	36162209.6	n/a	Capital Goods	Electrical Products
DTSS	Datasea Inc.	1.1658	24416335.67	n/a	Technology	Computer Software: Prepackaged Software
PLAY	"Dave & Buster&#39;s Entertainment, Inc."	39.89	1450692953	n/a	Consumer Services	Restaurants
DTEA	DAVIDsTEA Inc.	1.54	40133608.9	n/a	Consumer Non-Durables	Food Chains
DFNL	Davis Select Financial ETF	24.125	151987500	n/a	n/a	n/a
DINT	Davis Select International ETF	17.9	120825000	n/a	n/a	n/a
DUSA	Davis Select U.S. Equity ETF	24.4925	205737000	n/a	n/a	n/a
DWLD	Davis Select Worldwide ETF	23.93	233317500	n/a	n/a	n/a
DWSN	Dawson Geophysical Company	2.33	53988520.87	n/a	Energy	Oil & Gas Production
DBVT	DBV Technologies S.A.	9.73	254761991.1	26183144	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
DDMX	DD3 Acquisition Corp.	10.02	72376464	n/a	Finance	Business Services
DDMXU	DD3 Acquisition Corp.	10.156	73358819.2	n/a	Finance	Business Services
DDMXW	DD3 Acquisition Corp.	0.3	0	n/a	Finance	Business Services
DCPH	"Deciphera Pharmaceuticals, Inc."	21.48	820300837	n/a	Health Care	Major Pharmaceuticals
DFRG	"Del Frisco&#39;s Restaurant Group, Inc."	7.97	266883603.3	n/a	Consumer Services	Restaurants
TACO	"Del Taco Restaurants, Inc."	12.42	456379519.9	n/a	Consumer Services	Restaurants
TACOW	"Del Taco Restaurants, Inc."	2	0	n/a	Consumer Services	Restaurants
DMPI	"DelMar Pharmaceuticals, Inc."	1.66	6353249.94	n/a	Health Care	Major Pharmaceuticals
DNLI	Denali Therapeutics Inc.	21.18	2022232321	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
DENN	Denny&#39;s Corporation	21.95	1323559231	n/a	Consumer Services	Restaurants
XRAY	DENTSPLY SIRONA Inc.	56.02	13107419326	n/a	Health Care	Medical/Dental Instruments
DERM	"Dermira, Inc."	8.51	456712280.2	n/a	Health Care	Major Pharmaceuticals
DEST	Destination Maternity Corporation	0.875	12547312.75	n/a	Consumer Services	Clothing/Shoe/Accessory Stores
DXLG	"Destination XL Group, Inc."	1.78	88779199.9	n/a	Consumer Services	Clothing/Shoe/Accessory Stores
DSWL	"Deswell Industries, Inc."	2.71	43130297.69	n/a	Consumer Non-Durables	Plastic Products
DXCM	"DexCom, Inc."	153.77	14000820777	n/a	Health Care	Medical/Dental Instruments
DFBH	DFB Healthcare Acquisitions Corp.	10.25	320312500	n/a	Finance	Business Services
DFBHU	DFB Healthcare Acquisitions Corp.	10.6201	0	n/a	Finance	Business Services
DFBHW	DFB Healthcare Acquisitions Corp.	1.6	0	n/a	Finance	Business Services
DHXM	DHX Media Ltd.	1.51	203756931.2	n/a	n/a	n/a
DMAC	DiaMedica Therapeutics Inc.	3.6	43044746.4	n/a	Health Care	Major Pharmaceuticals
DEAC	Diamond Eagle Acquisition Corp.	9.8	0	n/a	Finance	Business Services
DEACU	Diamond Eagle Acquisition Corp.	10.05	351750000	n/a	Finance	Business Services
DEACW	Diamond Eagle Acquisition Corp.	0.88	0	n/a	Finance	Business Services
DHIL	"Diamond Hill Investment Group, Inc."	138.57	484271387.5	n/a	Finance	Investment Managers
FANG	"Diamondback Energy, Inc."	101.99	16794918188	n/a	Energy	Oil & Gas Production
DPHC	DiamondPeak Holdings Corp.	9.77	341950000	n/a	Finance	Business Services
DPHCU	DiamondPeak Holdings Corp.	10.05	0	n/a	Finance	Business Services
DPHCW	DiamondPeak Holdings Corp.	0.71	0	n/a	Finance	Business Services
DRNA	"Dicerna Pharmaceuticals, Inc."	14.5	990697695.5	n/a	Health Care	Major Pharmaceuticals
DFFN	Diffusion Pharmaceuticals Inc.	2.18	10238162.9	n/a	Health Care	Major Pharmaceuticals
DGII	Digi International Inc.	13.25	371784625.3	n/a	Technology	Computer Communications Equipment
DMRC	Digimarc Corporation	48.55	588812797.9	n/a	Technology	EDP Services
DRAD	Digirad Corporation	5.47	11172436.71	n/a	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus
DGLY	"Digital Ally, Inc."	1.27	14516781.99	n/a	Technology	Radio And Television Broadcasting And Communications Equipment
APPS	"Digital Turbine, Inc."	5.22	426388710.4	n/a	Miscellaneous	Multi-Sector Companies
DCOM	"Dime Community Bancshares, Inc."	20.4	735550254	n/a	Finance	Savings Institutions
DIOD	Diodes Incorporated	42.97	2174881732	n/a	Technology	Semiconductors
DISCA	"Discovery, Inc."	31.47	16519069102	n/a	Consumer Services	Television Services
DISCB	"Discovery, Inc."	36.5	19159390602	n/a	Consumer Services	Television Services
DISCK	"Discovery, Inc."	29.26	15359007370	n/a	Consumer Services	Television Services
DISH	DISH Network Corporation	39.51	18562932688	n/a	Consumer Services	Television Services
DVCR	Diversicare Healthcare Services Inc.	3.31	22118280.6	n/a	Health Care	Hospital/Nursing Management
SAUC	"Diversified Restaurant Holdings, Inc."	0.8021	26641618.35	n/a	Consumer Services	Restaurants
DLHC	DLH Holdings Corp.	5.14	61865867.54	n/a	Technology	Professional Services
BOOM	DMC Global Inc.	51.48	771447310.9	n/a	Capital Goods	Industrial Specialties
DNBF	DNB Financial Corp	45.6	197499117.6	n/a	Finance	Major Banks
DOCU	"DocuSign, Inc."	54.68	9503384000	n/a	Technology	Computer Software: Prepackaged Software
DOGZ	Dogness (International) Corporation	2.8373	73524745.24	n/a	Consumer Durables	Miscellaneous manufacturing industries
DLTR	"Dollar Tree, Inc."	106.1	25207128929	n/a	Consumer Services	Department/Specialty Retail Stores
DLPN	"Dolphin Entertainment, Inc."	1.02	14682453.24	n/a	Consumer Services	Other Consumer Services
DLPNW	"Dolphin Entertainment, Inc."	0.035	0	n/a	Consumer Services	Other Consumer Services
DOMO	"Domo, Inc."	30.22	827174436.1	n/a	Technology	Computer Software: Prepackaged Software
DGICA	"Donegal Group, Inc."	14.15	403031549.3	n/a	Finance	Property-Casualty Insurers
DGICB	"Donegal Group, Inc."	13	370276335	n/a	Finance	Property-Casualty Insurers
DMLP	"Dorchester Minerals, L.P."	18.79	651632953.5	n/a	Energy	Oil & Gas Production
DORM	"Dorman Products, Inc."	84.76	2791713082	n/a	Capital Goods	Auto Parts:O.E.M.
DOYU	DouYu International Holdings Limited	10.08	679262068.8	67387110	Technology	"Computer Software: Programming, Data Processing"
DOVA	"Dova Pharmaceuticals, Inc."	15.53	438454296.9	n/a	Health Care	Major Pharmaceuticals
LYL	Dragon Victory International Limited	0.9801	11194107.28	n/a	Finance	Finance/Investors Services
DBX	"Dropbox, Inc."	24.63	10127335076	n/a	Technology	Computer Software: Prepackaged Software
DCAR	"DropCar, Inc."	0.8812	3453182.232	n/a	Consumer Services	Telecommunications Equipment
DRYS	DryShips Inc.	3.93	341464444.1	n/a	Transportation	Marine Transportation
DSPG	"DSP Group, Inc."	15.81	359122822	n/a	Technology	Semiconductors
DLTH	Duluth Holdings Inc.	12.46	407747980.2	n/a	Consumer Services	Clothing/Shoe/Accessory Stores
DNKN	"Dunkin&#39; Brands Group, Inc."	82.6	6826515657	n/a	Consumer Services	Restaurants
DRRX	DURECT Corporation	0.975	158300932.7	n/a	Health Care	Major Pharmaceuticals
DXPE	"DXP Enterprises, Inc."	32.61	573681315.9	n/a	Capital Goods	Industrial Machinery/Components
DYAI	"Dyadic International, Inc."	5.74	153622409.6	n/a	Basic Industries	Major Chemicals
DYSL	Dynasil Corporation of America	1.11	19493043	n/a	Capital Goods	Industrial Machinery/Components
DYNT	Dynatronics Corporation	1.6	13468468.8	n/a	Health Care	Medical/Dental Instruments
DVAX	Dynavax Technologies Corporation	2.8	182187443.2	n/a	Health Care	Major Pharmaceuticals
ETFC	E*TRADE Financial Corporation	49.5	11880765666	n/a	Finance	Savings Institutions
SSP	E.W. Scripps Company (The)	15.06	1216639856	n/a	Consumer Services	Broadcasting
EBMT	"Eagle Bancorp Montana, Inc."	16.85	107902227.1	n/a	Finance	Major Banks
EGBN	"Eagle Bancorp, Inc."	40.72	1406481790	n/a	Finance	Major Banks
EGLE	Eagle Bulk Shipping Inc.	4.5	329197833	n/a	Transportation	Marine Transportation
EFBI	"Eagle Financial Bancorp, Inc."	15.8823	26090775.38	n/a	Finance	Savings Institutions
EGRX	"Eagle Pharmaceuticals, Inc."	55.5	760350000	n/a	Health Care	Major Pharmaceuticals
EWBC	"East West Bancorp, Inc."	49.08	7143446760	n/a	Finance	Major Banks
EML	Eastern Company (The)	26.27	163740910	n/a	Capital Goods	Industrial Machinery/Components
EAST	"Eastside Distilling, Inc."	4.2	38481714.6	n/a	Consumer Non-Durables	Beverages (Production/Distribution)
EVGBC	Eaton Vance NextShares Trust	99.99	62493750	n/a	n/a	n/a
EVSTC	Eaton Vance NextShares Trust	99.98	44991000	n/a	n/a	n/a
EVLMC	Eaton Vance NextShares Trust II	99.96	69972000	n/a	n/a	n/a
OKDCC	Eaton Vance NextShares Trust II	100.06	505303000	n/a	n/a	n/a
EBAY	eBay Inc.	41.23	34582223187	n/a	Miscellaneous	Business Services
EBAYL	eBay Inc.	26.81	0	n/a	Miscellaneous	Business Services
EBIX	"Ebix, Inc."	45.25	1381516121	n/a	Technology	EDP Services
ECHO	"Echo Global Logistics, Inc."	21.42	597553868.5	n/a	Transportation	Oil Refining/Marketing
SATS	EchoStar Corporation	46.08	4410702121	n/a	Technology	Radio And Television Broadcasting And Communications Equipment
EEI	"Ecology and Environment, Inc."	10.9599	47293448.09	n/a	Consumer Services	Military/Government/Technical
EDAP	EDAP TMS S.A.	3.1	90961111.4	29342294	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus
EDSA	"Edesa Biotech, Inc."	4.93	35191488.69	n/a	Health Care	Major Pharmaceuticals
EDNT	"Edison Nation, Inc."	2.04	13056000	n/a	Consumer Non-Durables	Recreational Products/Toys
EDIT	"Editas Medicine, Inc."	26.18	1288657773	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
EDTX	EdtechX Holdings Acquisition Corp.	10.06	79536875	n/a	Finance	Business Services
EDTXU	EdtechX Holdings Acquisition Corp.	10.28	81276250	n/a	Finance	Business Services
EDTXW	EdtechX Holdings Acquisition Corp.	0.25	0	n/a	Finance	Business Services
EDUC	Educational Development Corporation	6.65	56092743.35	n/a	Consumer Durables	Consumer Specialties
EGAN	eGain Corporation	8.1	245577906	n/a	Technology	Computer Software: Prepackaged Software
EHTH	"eHealth, Inc."	108.4	2455158863	n/a	Finance	Specialty Insurers
EIDX	"Eidos Therapeutics, Inc."	33.46	1232249790	n/a	Health Care	Major Pharmaceuticals
EIGR	"Eiger BioPharmaceuticals, Inc."	11.19	273432607.2	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
EKSO	"Ekso Bionics Holdings, Inc."	1.2	89203072.8	n/a	Capital Goods	Industrial Machinery/Components
LOCO	"El Pollo Loco Holdings, Inc."	10.15	390096990.2	n/a	Consumer Services	Restaurants
ESLT	Elbit Systems Ltd.	158.61	7004551157	n/a	Capital Goods	Military/Government/Technical
ERI	"Eldorado Resorts, Inc."	45.83	3561905583	n/a	Consumer Services	Hotels/Resorts
SOLO	Electrameccanica Vehicles Corp. Ltd.	2.8218	104161216.3	n/a	Capital Goods	Auto Manufacturing
SOLOW	Electrameccanica Vehicles Corp. Ltd.	0.66	0	n/a	Capital Goods	Auto Manufacturing
ECOR	"electroCore, Inc."	1.4	41480310.2	n/a	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus
EA	Electronic Arts Inc.	89.51	26527078336	n/a	Technology	Computer Software: Prepackaged Software
ELSE	"Electro-Sensors, Inc."	3.3952	11528472.9	n/a	Capital Goods	Industrial Machinery/Components
ESBK	Elmira Savings Bank NY (The)	15.0951	52569817.88	n/a	Finance	Major Banks
ELOX	"Eloxx Pharmaceuticals, Inc."	8.02	319667223.1	n/a	Health Care	Biotechnology: Commercial Physical & Biological Resarch
ELTK	Eltek Ltd.	3.72	16294596.96	n/a	Technology	Electrical Products
EMCI	EMC Insurance Group Inc.	35.92	778324869	n/a	Finance	Property-Casualty Insurers
EMCF	Emclaire Financial Corp	34.07	91945117.84	n/a	Finance	Major Banks
EMKR	EMCORE Corporation	3	86000277	n/a	Technology	Semiconductors
EMMA	"Emmaus Life Sciences, Inc."	5.73	12129728.13	n/a	Health Care	Hospital/Nursing Management
EMMAW	"Emmaus Life Sciences, Inc."	0.28	0	n/a	Health Care	Hospital/Nursing Management
EMMS	Emmis Communications Corporation	5.58	73299962.52	n/a	Consumer Services	Broadcasting
NYNY	"Empire Resorts, Inc."	10.18	350329012.6	n/a	Consumer Services	Restaurants
ENTA	"Enanta Pharmaceuticals, Inc."	77.87	1531681564	n/a	Health Care	Major Pharmaceuticals
ECPG	Encore Capital Group Inc	35.29	1092813043	n/a	Finance	Finance Companies
WIRE	Encore Wire Corporation	55.47	1158998390	n/a	Capital Goods	Metal Fabrications
ENDP	Endo International plc	3.04	678234366.4	n/a	Health Care	Major Pharmaceuticals
ELGX	"Endologix, Inc."	6.67	115733517.8	n/a	Health Care	Medical/Dental Instruments
NDRA	ENDRA Life Sciences Inc.	1.54	11430868.68	n/a	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus
NDRAW	ENDRA Life Sciences Inc.	0.64	0	n/a	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus
EIGI	"Endurance International Group Holdings, Inc."	4.52	659741997.9	n/a	Technology	Computer Software: Prepackaged Software
WATT	Energous Corporation	4.13	125636797.2	n/a	Technology	Radio And Television Broadcasting And Communications Equipment
EFOI	"Energy Focus, Inc."	0.4005	4954197.015	n/a	Consumer Durables	Building Products
ERII	"Energy Recovery, Inc."	11.32	616698499.1	n/a	Technology	Industrial Machinery/Components
ENG	ENGlobal Corporation	0.99	27135807.93	n/a	Consumer Services	Military/Government/Technical
ENLV	Enlivex Therapeutics Ltd.	21.07	213095806.5	n/a	Health Care	Major Pharmaceuticals
ENOB	"Enochian Biosciences, Inc."	4.89	189679725.9	n/a	Health Care	Major Pharmaceuticals
ENPH	"Enphase Energy, Inc."	20.8	2517378406	n/a	Technology	Semiconductors
ESGR	Enstar Group Limited	174.71	3753008580	n/a	Finance	Property-Casualty Insurers
ESGRO	Enstar Group Limited	26.27	115588	n/a	Finance	Property-Casualty Insurers
ESGRP	Enstar Group Limited	26.52	424320	n/a	Finance	Property-Casualty Insurers
ETTX	Entasis Therapeutics Holdings Inc.	6.4	84044825.6	n/a	Health Care	Major Pharmaceuticals
ENFC	Entegra Financial Corp.	29.83	206500084.1	n/a	Finance	Banks
ENTG	"Entegris, Inc."	43.98	5959889711	n/a	Consumer Non-Durables	Plastic Products
ENTX	Entera Bio Ltd.	3.75	42974175	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
ENTXW	Entera Bio Ltd.	0.8993	0	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
EBTC	Enterprise Bancorp Inc	29	342374232	n/a	Finance	Major Banks
EFSC	Enterprise Financial Services Corporation	42.82	1151019071	n/a	Finance	Major Banks
EVSI	"Envision Solar International, Inc."	6	30662280	n/a	Technology	Semiconductors
EVSIW	"Envision Solar International, Inc."	1.5144	0	n/a	Technology	Semiconductors
EPZM	"Epizyme, Inc."	13.41	1218072421	n/a	Health Care	Major Pharmaceuticals
PLUS	ePlus inc.	75.59	1028802501	n/a	Technology	Retail: Computer Software & Peripheral Equipment
EPSN	Epsilon Energy Ltd.	3.91	107075870	n/a	Energy	Oil & Gas Production
EQ	"Equillium, Inc."	4.56	79235636.16	n/a	Health Care	Major Pharmaceuticals
EQIX	"Equinix, Inc."	488.81	41094274786	n/a	Consumer Services	Real Estate Investment Trusts
EQBK	"Equity Bancshares, Inc."	26.88	418356906.2	n/a	Finance	Major Banks
ERIC	Ericsson	9	2875535478	319503942	Technology	Radio And Television Broadcasting And Communications Equipment
ERIE	Erie Indemnity Company	235.44	12311126522	n/a	Finance	Specialty Insurers
ERYP	Erytech Pharma S.A.	5.96	11387170.04	1910599	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
ESCA	"Escalade, Incorporated"	11.66	168737643.4	n/a	Consumer Non-Durables	Recreational Products/Toys
ESPR	"Esperion Therapeutics, Inc."	41.77	1124342137	n/a	Health Care	Major Pharmaceuticals
ESQ	"Esquire Financial Holdings, Inc."	24.94	187866111.6	n/a	Finance	Commercial Banks
ESSA	"ESSA Bancorp, Inc."	15.31	174670794.9	n/a	Finance	Banks
EPIX	ESSA Pharma Inc.	2.65	21103614.2	n/a	Health Care	Major Pharmaceuticals
ESTA	Establishment Labs Holdings Inc.	24.63	502679162.5	n/a	Health Care	Industrial Specialties
ESTR	"Estre Ambiental, Inc."	0.8725	44660423.67	n/a	Public Utilities	Environmental Services
ESTRW	"Estre Ambiental, Inc."	0.011	0	n/a	Public Utilities	Environmental Services
VBND	ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund	49.81	428366000	n/a	n/a	n/a
VUSE	ETF Series Solutions Trust Vident Core US Equity ETF	31.98	486096000	n/a	n/a	n/a
VIDI	ETF Series Solutions Trust Vident International Equity Fund	24.13	0	n/a	n/a	n/a
ETON	"Eton Pharmaceuticals, Inc."	6.26	110350829.3	n/a	Health Care	Major Pharmaceuticals
ETSY	"Etsy, Inc."	70.86	8516265592	n/a	Miscellaneous	Business Services
CLWT	Euro Tech Holdings Company Limited	4.35	8969304.15	n/a	Consumer Durables	Diversified Electronic Products
EDRY	EuroDry Ltd.	8.2164	18732734.69	n/a	Consumer Services	Marine Transportation
EEFT	"Euronet Worldwide, Inc."	157.5	8184334883	n/a	Finance	Investment Bankers/Brokers/Service
ESEA	Euroseas Ltd.	0.63	7884856.35	n/a	Transportation	Marine Transportation
EVLO	"Evelo Biosciences, Inc."	6.9	221100681.3	n/a	Health Care	Major Pharmaceuticals
EVBG	"Everbridge, Inc."	102.51	3375219658	n/a	Technology	Computer Software: Prepackaged Software
EVK	"Ever-Glory International Group, Inc."	3.29	48692460.6	n/a	Consumer Non-Durables	Apparel
EVER	"EverQuote, Inc."	15.18	387035169.8	n/a	Technology	"Computer Software: Programming, Data Processing"
MRAM	"Everspin Technologies, Inc."	6.91	118380599.8	n/a	Technology	Semiconductors
EVOP	"EVO Payments, Inc."	30.89	2530759719	n/a	Miscellaneous	Business Services
EVFM	"Evofem Biosciences, Inc."	4.99	231565960	n/a	Health Care	Major Pharmaceuticals
EVGN	Evogene Ltd.	1.45	37343730.65	n/a	Basic Industries	Agricultural Chemicals
EVOK	"Evoke Pharma, Inc."	0.9844	22898768.26	n/a	Health Care	Major Pharmaceuticals
EOLS	"Evolus, Inc."	17.65	483133520.6	n/a	Health Care	Major Pharmaceuticals
EVOL	"Evolving Systems, Inc."	0.82	9972420.98	n/a	Technology	EDP Services
EXAS	Exact Sciences Corporation	117.92	15228044938	n/a	Health Care	Biotechnology: Commercial Physical & Biological Resarch
FLAG	Exchange Traded Concepts Trust FLAG-Forensic Accounting Long-S	38.71	15484000	n/a	n/a	n/a
ROBO	Exchange Traded Concepts Trust ROBO Global Robotics and Automa	39.04	179584000	n/a	n/a	n/a
XELA	"Exela Technologies, Inc."	2.765	415145270.6	n/a	Miscellaneous	Business Services
EXEL	"Exelixis, Inc."	20.8	6276761005	n/a	Health Care	Biotechnology: Commercial Physical & Biological Resarch
EXFO	EXFO Inc	3.99	94771529.37	n/a	Capital Goods	Electrical Products
EXLS	"ExlService Holdings, Inc."	67.45	2316366011	n/a	Miscellaneous	Business Services
EXPI	"eXp World Holdings, Inc."	10.42	642673548.1	n/a	Finance	Real Estate
EXPE	"Expedia Group, Inc."	139.42	20759985156	n/a	Consumer Services	Transportation Services
EXPD	"Expeditors International of Washington, Inc."	76.19	13104367773	n/a	Transportation	Oil Refining/Marketing
EXPO	"Exponent, Inc."	68.35	3547435537	n/a	Consumer Services	Professional Services
STAY	"Extended Stay America, Inc."	16.61	3129529565	n/a	Consumer Services	Hotels/Resorts
XOG	"Extraction Oil & Gas, Inc."	3.6	586257163.2	n/a	Energy	Oil & Gas Production
EXTR	"Extreme Networks, Inc."	7.16	850288012.4	n/a	Technology	Computer Communications Equipment
EYEG	"Eyegate Pharmaceuticals, Inc."	0.2135	9730419.85	n/a	Health Care	Major Pharmaceuticals
EYEGW	"Eyegate Pharmaceuticals, Inc."	0.0499	0	n/a	Health Care	Major Pharmaceuticals
EYEN	"Eyenovia, Inc."	3.13	53525272.38	n/a	Health Care	Major Pharmaceuticals
EYPT	"EyePoint Pharmaceuticals, Inc."	1.45	153853305.6	n/a	Capital Goods	Biotechnology: Laboratory Analytical Instruments
EZPW	"EZCORP, Inc."	9.84	545581171.4	n/a	Consumer Services	Other Specialty Stores
FFIV	"F5 Networks, Inc."	153.81	9248441490	n/a	Technology	Computer Communications Equipment
FB	"Facebook, Inc."	199.75	5.70184E+11	n/a	Technology	"Computer Software: Programming, Data Processing"
FLMN	Falcon Minerals Corporation	7.9	678282268.5	n/a	Energy	Oil & Gas Production
FLMNW	Falcon Minerals Corporation	0.75	0	n/a	Energy	Oil & Gas Production
DAVE	"Famous Dave&#39;s of America, Inc."	4.51	41825311.55	n/a	Consumer Services	Restaurants
FANH	Fanhua Inc.	32.76	1097886339	33513014	Finance	Specialty Insurers
FARM	Farmer Brothers Company	16.62	283206462	n/a	Consumer Non-Durables	Packaged Foods
FMAO	"Farmers & Merchants Bancorp, Inc."	28.57	317303648.3	n/a	Finance	Savings Institutions
FMNB	Farmers National Banc Corp.	14.38	399964687.3	n/a	Finance	Major Banks
FAMI	"FARMMI, INC."	1.4	16704800	n/a	Consumer Non-Durables	Packaged Foods
FARO	"FARO Technologies, Inc."	52.96	918276723.5	n/a	Capital Goods	Industrial Machinery/Components
FAST	Fastenal Company	31.63	18137604691	n/a	Consumer Services	RETAIL: Building Materials
FAT	FAT Brands Inc.	3.91	46166734.59	n/a	Consumer Services	Restaurants
FATE	"Fate Therapeutics, Inc."	22.5	1466681265	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
FBSS	"Fauquier Bankshares, Inc."	20.59	77931791.06	n/a	Finance	Major Banks
FNHC	FedNat Holding Company	12.05	154678632.1	n/a	Finance	Property-Casualty Insurers
FLLCU	Fellazo Inc.	9.95	0	n/a	n/a	n/a
FENC	Fennec Pharmaceuticals Inc.	4.04	80379153.2	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
GSM	Ferroglobe PLC	1.5	253684023	n/a	Capital Goods	Metal Fabrications
FFBW	"FFBW, Inc."	10.1	67116641.2	n/a	Finance	Savings Institutions
FCSC	Fibrocell Science Inc.	1.84	17955330.88	n/a	Health Care	Major Pharmaceuticals
FGEN	"FibroGen, Inc"	48.04	4142103823	n/a	Health Care	Major Pharmaceuticals
FDBC	"Fidelity D & D Bancorp, Inc."	65.3	246897667.5	n/a	Finance	Major Banks
ONEQ	Fidelity Nasdaq Composite Index Tracking Stock	327.5	2164775000	n/a	n/a	n/a
FDUS	Fidus Investment Corporation	16.2	396302527.8	n/a	n/a	n/a
FDUSL	Fidus Investment Corporation	25.6325	0	n/a	n/a	n/a
FDUSZ	Fidus Investment Corporation	25.814	0	n/a	n/a	n/a
FRGI	"Fiesta Restaurant Group, Inc."	10.41	285777631	n/a	Consumer Services	Restaurants
FITB	Fifth Third Bancorp	30.04	21992292652	n/a	Finance	Major Banks
FITBI	Fifth Third Bancorp	28.4	511200000	n/a	Finance	Major Banks
FISI	"Financial Institutions, Inc."	29.02	463861135.8	n/a	Finance	Major Banks
FNSR	Finisar Corporation	24.02	2878459303	n/a	Technology	Semiconductors
FNJN	"Finjan Holdings, Inc."	2.12	58534310.88	n/a	Miscellaneous	Multi-Sector Companies
FTAC	FinTech Acquisition Corp. III	9.91	438889125	n/a	Finance	Business Services
FTACU	FinTech Acquisition Corp. III	10.7	0	n/a	Finance	Business Services
FTACW	FinTech Acquisition Corp. III	1.62	0	n/a	Finance	Business Services
FEYE	"FireEye, Inc."	15.95	3270860040	n/a	Technology	Computer peripheral equipment
FBNC	First Bancorp	37.53	1115287379	n/a	Finance	Major Banks
FNLC	"First Bancorp, Inc (ME)"	25.99	282967476.5	n/a	Finance	Major Banks
FRBA	First Bank	11.42	213828628.2	n/a	n/a	n/a
BUSE	First Busey Corporation	27	1495439172	n/a	Finance	Major Banks
FBIZ	"First Business Financial Services, Inc."	24.16	211427349.1	n/a	Finance	Major Banks
FCAP	"First Capital, Inc."	54.09	181985480.5	n/a	Finance	Savings Institutions
FCBP	First Choice Bancorp	22.51	264209796.9	n/a	Finance	Major Banks
FCNCA	"First Citizens BancShares, Inc."	466.705	5310311835	n/a	Finance	Major Banks
FCBC	"First Community Bankshares, Inc."	33.36	521529823.7	n/a	Finance	Major Banks
FCCO	First Community Corporation	19.6	147218814.4	n/a	Finance	Major Banks
FDEF	First Defiance Financial Corp.	28.5	562237398	n/a	Finance	Savings Institutions
FFBC	First Financial Bancorp.	25.41	2506637803	n/a	Finance	Major Banks
FFIN	"First Financial Bankshares, Inc."	32.79	4453184455	n/a	Finance	Major Banks
THFF	First Financial Corporation Indiana	43.43	533763907.2	n/a	Finance	Major Banks
FFNW	"First Financial Northwest, Inc."	14.62	151687251.5	n/a	Finance	Major Banks
FFWM	First Foundation Inc.	15.17	677095459	n/a	Finance	Major Banks
FGBI	"First Guaranty Bancshares, Inc."	21.65	190675338.8	n/a	Finance	Savings Institutions
FHB	"First Hawaiian, Inc."	27.15	3665576207	n/a	Finance	Major Banks
INBK	First Internet Bancorp	21.13	211647757.5	n/a	Finance	Major Banks
INBKL	First Internet Bancorp	25.6611	0	n/a	Finance	Major Banks
INBKZ	First Internet Bancorp	25.95	0	n/a	Finance	Major Banks
